,text,label
123,Dob é Séarlas Mór (,10
159,Is caighdeán é GIF (,10
71,Ba shlacaí ciotógach é.,10
280,Tá Guagán Barra (,10
224,"Mise, 1943. lch 176.",10
111,"Cur leis, más mian leat!",10
106,Córais bunaithe ar UNIX (,10
281,Tá leabhair ar nós ',10
13,Áras an Uachtaráin.,10
274,Suas le 6 m ar fhad.,10
144,Glacadh léi mar bhall d',10
126,Druga sóisialta atá ann.,10
9,Áit mhór Buff Egan é.,10
122,Díoladh amach gach dáta.,10
67,Ballstáit an Chonartha.,10
174,Is é Eireaván (,10
15,; ar méid comhtháite 8.4.,10
147,Imrítear é taobh amuigh.,10
283,"Taobh theas de sin, tá.",10
278,"Tá daonra 4,493 aici.",10
298,Toghadh é mar bhall d',10
115,Dáta rochtana 15 Meith.,10
182,Is é Réicivíc (,10
172,Is éard is Dlí Jante (,10
131,Faoi chlé d'Aicme Uatha.,10
253,Rugadh é sa bhliain 1993.,10
113,Dá mba éagórach é an rí (,10
237,Pádraig de Barra (,10
272,Suas le 50 cm ar fhad.,10
262,Seoladh é ar 2 Iúil 2008.,10
168,Is é an ball is ísle d',10
294,Thosaigh a ghairm i 1989.,10
91,"Byrne, Tábla 6, lch.",10
299,Trastomhas 340 km aici.,10
191,Is fear grinn é.,10
198,Is loch é Fionnloch.,10
102,Chuir Conradh Verdun (,10
49,Ba é seo an 15ú eagrán.,10
223,Meastar gur chuir ró-,10
50,Ba é seo an 16ú eagrán.,10
58,Ba é seo an 35ú eagrán.,10
287,Tá sé i gcló ó shin.,10
125,Dráma grinn ba ea.,10
157,Is bá é Cuan Chill Ala.,10
107,Cuid acu uisciúil.,10
72,Beag is gníomhach.,10
302,Tugtar “múchadh” air seo.,10
10,"An dara eagrán, 1832.",10
86,Bhí sé 65 bhliain d'aois.,10
231,Níl an speiceas i mbaol.,10
210,Leabhar Stáit na Baváire.,10
170,Is é an Meán-domhan (,10
53,Ba é seo an 22ú eagrán.,10
193,Is í Duais Jussi (,10
194,Is í Hanáí nó Ha Noi (,10
138,Foras na Gaeilge.,10
169,Is é An Comhaontas Glas (,10
225,Na caora cruinn snasta.,10
203,Is scannán é WALL-E.,10
81,Bhain sé sin fosta.,10
222,Mais iomlán na n-,10
17,Arna rochtain ar 14 Ean.,10
18,Arna rochtain ar 19 Aibr.,10
97,Ceantair agus bhuirgí.,10
35,Ba é George Washington (,10
186,Is é Sven Dufva (,10
56,Ba é seo an 32ú eagrán.,10
148,I ndeireadh an 17ú haois.,10
291,Theas é Beangál.,10
98,Ceapadh é ina bhall d',10
70,Bancéir ab ea a athair.,10
155,Is annelida é an cuiteog.,10
77,B'é seo an 47ú eagrán.,10
189,Is é Ulánbátar (,10
33,Ba é Feardorcha I (,10
62,Ba é seo an séú eagrán.,10
6,' ainmnithe astu.,10
255,Rugadh é sa bhliain 1997.,10
129,Éirí Amach 1916.,10
19,Arna rochtain ar 22 Lún.,10
75,B'é Máirtín Liútar (,10
146,"II, cuid III, lch.",10
1,; ach níor toghadh é.,10
23,Ba bhall d'iar-,10
297,Toghadh é an 9 Iúil 2020.,10
245,Rugadh é sa bhliain 1918.,10
292,Thit Ár Jokela (,10
300,Tugtar CSF air i mBéarla.,10
68,Ba mhac Dedu mac Sin é.,10
63,Ba é Ulysses S. Grant (,10
83,Bhí Judge é féin aerach.,10
94,Cad é stua cruinn?,10
160,Is cathair é Sfax (,10
273,Suas le 60 cm ar fhad.,10
66,B’ainm stáitse é Avicii.,10
246,Rugadh é sa bhliain 1937.,10
